taxon_ids,user_supplied_name,submitted_name,matched_name,data_source_title,score
"Anser albifrons,Chen caerulescens,Chen rossii,Anas platyrhynchos,Anas strepera,Anas acuta,Anas crecca,Anas discors,Anas cyanoptera,Anas penelope,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila,Circus cyaneus,Phasianus colchicus,Rallus longirostris",Rallus longirostris,Rallus longirostris,Rallus longirostris,NCBI,0.988
"Neophron percnopterus,Gypaetus barbatus,Gyps fulvus,Aegypius monachus",Neophron percnopterus,Neophron percnopterus,Neophron percnopterus,NCBI,0.988
"Neophron percnopterus,Gypaetus barbatus,Gyps fulvus,Aegypius monachus",Gypaetus barbatus,Gypaetus barbatus,Gypaetus barbatus,NCBI,0.988
"Neophron percnopterus,Gypaetus barbatus,Gyps fulvus,Aegypius monachus",Gyps fulvus,Gyps fulvus,Gyps fulvus,NCBI,0.988
"Neophron percnopterus,Gypaetus barbatus,Gyps fulvus,Aegypius monachus",Aegypius monachus,Aegypius monachus,Aegypius monachus,NCBI,0.988
Icterus icterus,Icterus icterus,Icterus icterus,Icterus icterus,NCBI,0.988
Sturnella magna,Sturnella magna,Sturnella magna,Sturnella magna,NCBI,0.988
Ammodramus savannarum,Ammodramus savannarum,Ammodramus savannarum,Ammodramus savannarum,NCBI,0.988
Tockus deckeni,Tockus deckeni,Tockus deckeni,Tockus deckeni,NCBI,0.988
"Homo sapiens,Felis ,Felis catus",Homo sapiens,Homo sapiens,Homo sapiens,NCBI,0.988
"Homo sapiens,Felis ,Felis catus",Felis ,Felis,Felis,Catalogue of Life,0.75
"Homo sapiens,Felis ,Felis catus",Felis catus,Felis catus,Felis catus,NCBI,0.988
"Homo sapiens,Felis catus",Homo sapiens,Homo sapiens,Homo sapiens,NCBI,0.988
"Homo sapiens,Felis catus",Felis catus,Felis catus,Felis catus,NCBI,0.988
"Gyps fulvus,Aegypius monachus",Gyps fulvus,Gyps fulvus,Gyps fulvus,NCBI,0.988
"Gyps fulvus,Aegypius monachus",Aegypius monachus,Aegypius monachus,Aegypius monachus,NCBI,0.988
"Neophron percnopterus,Gypaetus barbatus,Gyps fulvus",Neophron percnopterus,Neophron percnopterus,Neophron percnopterus,NCBI,0.988
"Neophron percnopterus,Gypaetus barbatus,Gyps fulvus",Gypaetus barbatus,Gypaetus barbatus,Gypaetus barbatus,NCBI,0.988
"Neophron percnopterus,Gypaetus barbatus,Gyps fulvus",Gyps fulvus,Gyps fulvus,Gyps fulvus,NCBI,0.988
Hieraaetus wahlbergi,Hieraaetus wahlbergi,Hieraaetus wahlbergi,Hieraaetus wahlbergi,NCBI,0.988
Histrionicus histrionicus,Histrionicus histrionicus,Histrionicus histrionicus,Histrionicus histrionicus,NCBI,0.988
Melanitta fusca,Melanitta fusca,Melanitta fusca,Melanitta fusca,NCBI,0.988
"Platalea regia,Threskiornis molucca,Threskiornis spinicollis",Platalea regia,Platalea regia,Platalea regia,NCBI,0.988
"Platalea regia,Threskiornis molucca,Threskiornis spinicollis",Threskiornis molucca,Threskiornis molucca,Threskiornis molucca,Freebase,0.988
"Platalea regia,Threskiornis molucca,Threskiornis spinicollis",Threskiornis spinicollis,Threskiornis spinicollis,Threskiornis spinicollis,Freebase,0.988
Saxicola rubetra,Saxicola rubetra,Saxicola rubetra,Saxicola rubetra,NCBI,0.988
Larus occidentalis,Larus occidentalis,Larus occidentalis,Larus occidentalis,NCBI,0.988
Connochaetes taurinus,Connochaetes taurinus,Connochaetes taurinus,Connochaetes taurinus,NCBI,0.988
Patagioenas leucocephala,Patagioenas leucocephala,Patagioenas leucocephala,Patagioenas leucocephala,NCBI,0.988
Cebus capucinus,Cebus capucinus,Cebus capucinus,Cebus capucinus,NCBI,0.988
Saguinus leucopus,Saguinus leucopus,Saguinus leucopus,Saguinus leucopus,NCBI,0.988
Tayassu pecari,Tayassu pecari,Tayassu pecari,Tayassu pecari,NCBI,0.988
"Tayassu ,Tayassu pecari,Meleagris ocellata",Tayassu ,Tayassu,Tayassu,Catalogue of Life,0.75
"Tayassu ,Tayassu pecari,Meleagris ocellata",Tayassu pecari,Tayassu pecari,Tayassu pecari,NCBI,0.988
"Tayassu ,Tayassu pecari,Meleagris ocellata",Meleagris ocellata,Meleagris ocellata,Meleagris ocellata,NCBI,0.988
"Gruidae ,Grus vipio",Gruidae ,Gruidae,Gruidae,Catalogue of Life,0.75
"Gruidae ,Grus vipio",Grus vipio,Grus vipio,Grus vipio,Freebase,0.988
Grus vipio,Grus vipio,Grus vipio,Grus vipio,Freebase,0.988
Pterodroma cervicalis,Pterodroma cervicalis,Pterodroma cervicalis,Pterodroma cervicalis,NCBI,0.988
Zoothera aurea,Zoothera aurea,Zoothera aurea,Zoothera aurea,NCBI,0.988
"Ciconia ,Ciconia ciconia",Ciconia ,Ciconia,Ciconia,Catalogue of Life,0.75
"Ciconia ,Ciconia ciconia",Ciconia ciconia,Ciconia ciconia,Ciconia ciconia,NCBI,0.988
"Felis ,Felis silvestris",Felis ,Felis,Felis,Catalogue of Life,0.75
"Felis ,Felis silvestris",Felis silvestris,Felis silvestris,Felis silvestris,NCBI,0.988
Chordata,Chordata,Chordata,Chordata,Catalogue of Life,0.75
"Aquila ,Aquila chrysaetos,Circus cyaneus",Aquila ,Aquila,Aquila,Catalogue of Life,0.75
"Aquila ,Aquila chrysaetos,Circus cyaneus",Aquila chrysaetos,Aquila chrysaetos,Aquila chrysaetos,NCBI,0.988
"Aquila ,Aquila chrysaetos,Circus cyaneus",Circus cyaneus,Circus cyaneus,Circus cyaneus,NCBI,0.988
"Mycteria ,Mycteria americana",Mycteria ,Mycteria,Mycteria,Catalogue of Life,0.75
"Mycteria ,Mycteria americana",Mycteria americana,Mycteria americana,Mycteria americana,NCBI,0.988
Mycteria americana,Mycteria americana,Mycteria americana,Mycteria americana,NCBI,0.988
Antilocapra,Antilocapra,Antilocapra,Antilocapra,Catalogue of Life,0.75
"Puffinus ,Puffinus yelkouan",Puffinus ,Puffinus,Puffinus,Catalogue of Life,0.75
"Puffinus ,Puffinus yelkouan",Puffinus yelkouan,Puffinus yelkouan,Puffinus yelkouan,NCBI,0.988
Gavia adamsii,Gavia adamsii,Gavia adamsii,Gavia adamsii,NCBI,0.988
"Megadyptes ,Megadyptes antipodes",Megadyptes ,Megadyptes,Megadyptes,Catalogue of Life,0.75
"Megadyptes ,Megadyptes antipodes",Megadyptes antipodes,Megadyptes antipodes,Megadyptes antipodes,NCBI,0.988
Megadyptes antipodes,Megadyptes antipodes,Megadyptes antipodes,Megadyptes antipodes,NCBI,0.988
Setophaga petechia,Setophaga petechia,Setophaga petechia,Setophaga petechia,NCBI,0.988
Sula bassanus,Sula bassanus,Sula bassanus,Sula bassanus,Index to Organism Names,0.988
Porphyrio porphyrio,Porphyrio porphyrio,Porphyrio porphyrio,Porphyrio porphyrio,NCBI,0.988
"Equus grevyi,Equus burchellii",Equus grevyi,Equus grevyi,Equus grevyi,NCBI,0.988
"Equus grevyi,Equus burchellii",Equus burchellii,Equus burchellii,Equus burchellii,NCBI,0.988
Zonotrichia capensis,Zonotrichia capensis,Zonotrichia capensis,Zonotrichia capensis,NCBI,0.988
