taxon_ids,user_supplied_name,submitted_name,matched_name,data_source_title,score
Larus hyperboreus,Larus hyperboreus,Larus hyperboreus,Larus hyperboreus,NCBI,0.988
Larus glaucescens,Larus glaucescens,Larus glaucescens,Larus glaucescens,NCBI,0.988
"Globicephala ,Globicephala macrorhynchus",Globicephala ,Globicephala,Globicephala,Catalogue of Life,0.75
"Globicephala ,Globicephala macrorhynchus",Globicephala macrorhynchus,Globicephala macrorhynchus,Globicephala macrorhynchus,NCBI,0.988
Ovis aries,Ovis aries,Ovis aries,Ovis aries,NCBI,0.988
Rhinopithecus roxellana,Rhinopithecus roxellana,Rhinopithecus roxellana,Rhinopithecus roxellana,NCBI,0.988
Gorilla beringei,Gorilla beringei,Gorilla beringei,Gorilla beringei,NCBI,0.988
Brachylagus idahoensis,Brachylagus idahoensis,Brachylagus idahoensis,Brachylagus idahoensis,NCBI,0.988
Spaniblennius,Spaniblennius,Spaniblennius,Spaniblennius,Catalogue of Life,0.75
Rhea americana,Rhea americana,Rhea americana,Rhea americana,NCBI,0.988
Milvus milvus,Milvus milvus,Milvus milvus,Milvus milvus,NCBI,0.988
"Pandion ,Pandion haliaetus",Pandion ,Pandion,Pandion,Catalogue of Life,0.75
"Pandion ,Pandion haliaetus",Pandion haliaetus,Pandion haliaetus,Pandion haliaetus,NCBI,0.988
"Buteo ,Buteo jamaicensis",Buteo ,Buteo,Buteo,Catalogue of Life,0.75
"Buteo ,Buteo jamaicensis",Buteo jamaicensis,Buteo jamaicensis,Buteo jamaicensis,NCBI,0.988
Buteo lagopus,Buteo lagopus,Buteo lagopus,Buteo lagopus,NCBI,0.988
Anser anser,Anser anser,Anser anser,Anser anser,NCBI,0.988
Phalacrocorax carbo,Phalacrocorax carbo,Phalacrocorax carbo,Phalacrocorax carbo,NCBI,0.988
Phoenicopterus roseus,Phoenicopterus roseus,Phoenicopterus roseus,Phoenicopterus roseus,NCBI,0.988
Rhinolophus ferrumequinum,Rhinolophus ferrumequinum,Rhinolophus ferrumequinum,Rhinolophus ferrumequinum,NCBI,0.988
Centrocercus urophasianus,Centrocercus urophasianus,Centrocercus urophasianus,Centrocercus urophasianus,NCBI,0.988
"Centrocercus urophasianus,Centrocercus minimus",Centrocercus urophasianus,Centrocercus urophasianus,Centrocercus urophasianus,NCBI,0.988
"Centrocercus urophasianus,Centrocercus minimus",Centrocercus minimus,Centrocercus minimus,Centrocercus minimus,NCBI,0.988
Phyllostomus hastatus,Phyllostomus hastatus,Phyllostomus hastatus,Phyllostomus hastatus,NCBI,0.988
Aquila clanga,Aquila clanga,Aquila clanga,Aquila clanga,Freebase,0.988
"Aquila clanga,Aquila nipalensis",Aquila clanga,Aquila clanga,Aquila clanga,Freebase,0.988
"Aquila clanga,Aquila nipalensis",Aquila nipalensis,Aquila nipalensis,Aquila nipalensis,NCBI,0.988
Calidris tenuirostris,Calidris tenuirostris,Calidris tenuirostris,Calidris tenuirostris,NCBI,0.988
Gallinago media,Gallinago media,Gallinago media,Gallinago media,NCBI,0.988
"Aquila ,Aquila clanga",Aquila ,Aquila,Aquila,Catalogue of Life,0.75
"Aquila ,Aquila clanga",Aquila clanga,Aquila clanga,Aquila clanga,Freebase,0.988
Equidae,Equidae,Equidae,Equidae,Catalogue of Life,0.75
Thalassarche chrysostoma,Thalassarche chrysostoma,Thalassarche chrysostoma,Thalassarche chrysostoma,NCBI,0.988
Ardea cinerea,Ardea cinerea,Ardea cinerea,Ardea cinerea,NCBI,0.988
Halichoerus grypus,Halichoerus grypus,Halichoerus grypus,Halichoerus grypus,NCBI,0.988
"Neophron percnopterus,Gyps fulvus",Neophron percnopterus,Neophron percnopterus,Neophron percnopterus,NCBI,0.988
"Neophron percnopterus,Gyps fulvus",Gyps fulvus,Gyps fulvus,Gyps fulvus,NCBI,0.988
"Aquila rapax,Haliaeetus leucocephalus,Haliaeetus vocifer,Gyps fulvus,Gyps himalayensis",Aquila rapax,Aquila rapax,Aquila rapax,NCBI,0.988
"Aquila rapax,Haliaeetus leucocephalus,Haliaeetus vocifer,Gyps fulvus,Gyps himalayensis",Haliaeetus leucocephalus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,NCBI,0.988
"Aquila rapax,Haliaeetus leucocephalus,Haliaeetus vocifer,Gyps fulvus,Gyps himalayensis",Haliaeetus vocifer,Haliaeetus vocifer,Haliaeetus vocifer,NCBI,0.988
"Aquila rapax,Haliaeetus leucocephalus,Haliaeetus vocifer,Gyps fulvus,Gyps himalayensis",Gyps fulvus,Gyps fulvus,Gyps fulvus,NCBI,0.988
"Aquila rapax,Haliaeetus leucocephalus,Haliaeetus vocifer,Gyps fulvus,Gyps himalayensis",Gyps himalayensis,Gyps himalayensis,Gyps himalayensis,NCBI,0.988
Grus canadensis,Grus canadensis,Grus canadensis,Grus canadensis,Freebase,0.988
Gruidae,Gruidae,Gruidae,Gruidae,Catalogue of Life,0.75
Tetrax tetrax,Tetrax tetrax,Tetrax tetrax,Tetrax tetrax,NCBI,0.988
"Centrocercus ,Centrocercus urophasianus",Centrocercus ,Centrocercus,Centrocercus,Catalogue of Life,0.75
"Centrocercus ,Centrocercus urophasianus",Centrocercus urophasianus,Centrocercus urophasianus,Centrocercus urophasianus,NCBI,0.988
"Laridae ,Sterna ",Laridae ,Laridae,Laridae,Catalogue of Life,0.75
"Laridae ,Sterna ",Sterna ,Sterna,Sterna,Catalogue of Life,0.75
"Larus ,Larus hyperboreus,Larus glaucescens,Larus smithsonianus",Larus ,Larus,Larus,Catalogue of Life,0.75
"Larus ,Larus hyperboreus,Larus glaucescens,Larus smithsonianus",Larus hyperboreus,Larus hyperboreus,Larus hyperboreus,NCBI,0.988
"Larus ,Larus hyperboreus,Larus glaucescens,Larus smithsonianus",Larus glaucescens,Larus glaucescens,Larus glaucescens,NCBI,0.988
"Larus ,Larus hyperboreus,Larus glaucescens,Larus smithsonianus",Larus smithsonianus,Larus smithsonianus,Larus smithsonianus,NCBI,0.988
"Pongo ,Pongo pygmaeus",Pongo ,Pongo,Pongo,Catalogue of Life,0.75
"Pongo ,Pongo pygmaeus",Pongo pygmaeus,Pongo pygmaeus,Pongo pygmaeus,NCBI,0.988
Vanellus vanellus,Vanellus vanellus,Vanellus vanellus,Vanellus vanellus,NCBI,0.988
"Gypaetus barbatus,Gyps fulvus",Gypaetus barbatus,Gypaetus barbatus,Gypaetus barbatus,NCBI,0.988
"Gypaetus barbatus,Gyps fulvus",Gyps fulvus,Gyps fulvus,Gyps fulvus,NCBI,0.988
"Trigonoceps occipitalis,Gyps africanus,Necrosyrtes monachus",Trigonoceps occipitalis,Trigonoceps occipitalis,Trigonoceps occipitalis,NCBI,0.988
"Trigonoceps occipitalis,Gyps africanus,Necrosyrtes monachus",Gyps africanus,Gyps africanus,Gyps africanus,NCBI,0.988
"Trigonoceps occipitalis,Gyps africanus,Necrosyrtes monachus",Necrosyrtes monachus,Necrosyrtes monachus,Necrosyrtes monachus,NCBI,0.988
"Gyps ,Gyps fulvus",Gyps ,Gyps,Gyps,Catalogue of Life,0.75
"Gyps ,Gyps fulvus",Gyps fulvus,Gyps fulvus,Gyps fulvus,NCBI,0.988
"Aquila heliaca,Gyps ,Gyps fulvus,Aegypius monachus",Aquila heliaca,Aquila heliaca,Aquila heliaca,NCBI,0.988
"Aquila heliaca,Gyps ,Gyps fulvus,Aegypius monachus",Gyps ,Gyps,Gyps,Catalogue of Life,0.75
"Aquila heliaca,Gyps ,Gyps fulvus,Aegypius monachus",Gyps fulvus,Gyps fulvus,Gyps fulvus,NCBI,0.988
"Aquila heliaca,Gyps ,Gyps fulvus,Aegypius monachus",Aegypius monachus,Aegypius monachus,Aegypius monachus,NCBI,0.988
"Gyps fulvus,Gyps himalayensis",Gyps fulvus,Gyps fulvus,Gyps fulvus,NCBI,0.988
"Gyps fulvus,Gyps himalayensis",Gyps himalayensis,Gyps himalayensis,Gyps himalayensis,NCBI,0.988
Falco rusticolus,Falco rusticolus,Falco rusticolus,Falco rusticolus,NCBI,0.988
Halcyon smyrnensis,Halcyon smyrnensis,Halcyon smyrnensis,Halcyon smyrnensis,NCBI,0.988
Haliaeetus,Haliaeetus,Haliaeetus,Haliaeetus,Catalogue of Life,0.75
"Buteo jamaicensis,Aquila chrysaetos",Buteo jamaicensis,Buteo jamaicensis,Buteo jamaicensis,NCBI,0.988
"Buteo jamaicensis,Aquila chrysaetos",Aquila chrysaetos,Aquila chrysaetos,Aquila chrysaetos,NCBI,0.988
"Accipiter gentilis,Buteo jamaicensis,Aquila chrysaetos,Circaetus gallicus",Accipiter gentilis,Accipiter gentilis,Accipiter gentilis,NCBI,0.988
"Accipiter gentilis,Buteo jamaicensis,Aquila chrysaetos,Circaetus gallicus",Buteo jamaicensis,Buteo jamaicensis,Buteo jamaicensis,NCBI,0.988
"Accipiter gentilis,Buteo jamaicensis,Aquila chrysaetos,Circaetus gallicus",Aquila chrysaetos,Aquila chrysaetos,Aquila chrysaetos,NCBI,0.988
"Accipiter gentilis,Buteo jamaicensis,Aquila chrysaetos,Circaetus gallicus",Circaetus gallicus,Circaetus gallicus,Circaetus gallicus,NCBI,0.988
Gadus ogac,Gadus ogac,Gadus ogac,Gadus ogac,NCBI,0.988
Carduelis cannabina,Carduelis cannabina,Carduelis cannabina,Carduelis cannabina,Freebase,0.988
Circus cyaneus,Circus cyaneus,Circus cyaneus,Circus cyaneus,NCBI,0.988
"Circus cyaneus,Circus pygargus",Circus cyaneus,Circus cyaneus,Circus cyaneus,NCBI,0.988
"Circus cyaneus,Circus pygargus",Circus pygargus,Circus pygargus,Circus pygargus,NCBI,0.988
"Ardea cinerea,Ardea alba",Ardea cinerea,Ardea cinerea,Ardea cinerea,NCBI,0.988
"Ardea cinerea,Ardea alba",Ardea alba,Ardea alba,Ardea alba,NCBI,0.988
Larus vegae,Larus vegae,Larus vegae,Larus vegae,NCBI,0.988
"Pernis apivorus,Falco subbuteo",Pernis apivorus,Pernis apivorus,Pernis apivorus,NCBI,0.988
"Pernis apivorus,Falco subbuteo",Falco subbuteo,Falco subbuteo,Falco subbuteo,NCBI,0.988
Pongo pygmaeus,Pongo pygmaeus,Pongo pygmaeus,Pongo pygmaeus,NCBI,0.988
Pernis apivorus,Pernis apivorus,Pernis apivorus,Pernis apivorus,NCBI,0.988
Podiceps gallardoi,Podiceps gallardoi,Podiceps gallardoi,Podiceps gallardoi,NCBI,0.988
Necrosyrtes monachus,Necrosyrtes monachus,Necrosyrtes monachus,Necrosyrtes monachus,NCBI,0.988
"Buceros bicornis,Rhyticeros undulatus",Buceros bicornis,Buceros bicornis,Buceros bicornis,NCBI,0.988
"Buceros bicornis,Rhyticeros undulatus",Rhyticeros undulatus,Rhyticeros undulatus,Rhyticeros undulatus,NCBI,0.988
Chlamydotis macqueenii,Chlamydotis macqueenii,Chlamydotis macqueenii,Chlamydotis macqueenii,NCBI,0.988
Passer domesticus,Passer domesticus,Passer domesticus,Passer domesticus,NCBI,0.988
Limosa haemastica,Limosa haemastica,Limosa haemastica,Limosa haemastica,NCBI,0.988
"Grus ,Grus grus",Grus ,Grus,Grus,Catalogue of Life,0.75
"Grus ,Grus grus",Grus grus,Grus grus,Grus grus,NCBI,0.988
Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,NCBI,0.988
Rousettus egyptiacus,Rousettus egyptiacus,Rousettus egyptiacus,Rousettus egyptiacus,Encyclopedia of Life,0.988
Merops apiaster,Merops apiaster,Merops apiaster,Merops apiaster,NCBI,0.988
"Gyps africanus,Torgos tracheliotus",Gyps africanus,Gyps africanus,Gyps africanus,NCBI,0.988
"Gyps africanus,Torgos tracheliotus",Torgos tracheliotus,Torgos tracheliotus,Torgos tracheliotus,Encyclopedia of Life,0.988
"Corvus corax,Corvus rhipidurus,Corvus ruficollis",Corvus corax,Corvus corax,Corvus corax,NCBI,0.988
"Corvus corax,Corvus rhipidurus,Corvus ruficollis",Corvus rhipidurus,Corvus rhipidurus,Corvus rhipidurus,NCBI,0.988
"Corvus corax,Corvus rhipidurus,Corvus ruficollis",Corvus ruficollis,Corvus ruficollis,Corvus ruficollis,NCBI,0.988
"Pelecanus ,Pelecanus onocrotalus",Pelecanus ,Pelecanus,Pelecanus,Catalogue of Life,0.75
"Pelecanus ,Pelecanus onocrotalus",Pelecanus onocrotalus,Pelecanus onocrotalus,Pelecanus onocrotalus,NCBI,0.988
Spheniscus humboldti,Spheniscus humboldti,Spheniscus humboldti,Spheniscus humboldti,NCBI,0.988
Equus,Equus,Equus,Equus,Catalogue of Life,0.75
"Hyaena hyaena,Capreolus capreolus",Hyaena hyaena,Hyaena hyaena,Hyaena hyaena,NCBI,0.988
"Hyaena hyaena,Capreolus capreolus",Capreolus capreolus,Capreolus capreolus,Capreolus capreolus,NCBI,0.988
Crocuta crocuta,Crocuta crocuta,Crocuta crocuta,Crocuta crocuta,NCBI,0.988
Hypsignathus monstrosus,Hypsignathus monstrosus,Hypsignathus monstrosus,Hypsignathus monstrosus,NCBI,0.988
Lynx pardinus,Lynx pardinus,Lynx pardinus,Lynx pardinus,NCBI,0.988
"Lynx ,Lynx pardinus",Lynx ,Lynx,Lynx,Catalogue of Life,0.75
"Lynx ,Lynx pardinus",Lynx pardinus,Lynx pardinus,Lynx pardinus,NCBI,0.988
Ibis,Ibis,Ibis,Ibis,GBIF Backbone Taxonomy,0.75
"Kobus ellipsiprymnus,Equus quagga,Giraffa camelopardalis,Alcelaphus buselaphus,Connochaetes gnou,Connochaetes taurinus,Taurotragus oryx,Tragelaphus strepsiceros,Oryx gazella",Kobus ellipsiprymnus,Kobus ellipsiprymnus,Kobus ellipsiprymnus,NCBI,0.988
"Kobus ellipsiprymnus,Equus quagga,Giraffa camelopardalis,Alcelaphus buselaphus,Connochaetes gnou,Connochaetes taurinus,Taurotragus oryx,Tragelaphus strepsiceros,Oryx gazella",Equus quagga,Equus quagga,Equus quagga,Freebase,0.988
"Kobus ellipsiprymnus,Equus quagga,Giraffa camelopardalis,Alcelaphus buselaphus,Connochaetes gnou,Connochaetes taurinus,Taurotragus oryx,Tragelaphus strepsiceros,Oryx gazella",Giraffa camelopardalis,Giraffa camelopardalis,Giraffa camelopardalis,NCBI,0.988
"Kobus ellipsiprymnus,Equus quagga,Giraffa camelopardalis,Alcelaphus buselaphus,Connochaetes gnou,Connochaetes taurinus,Taurotragus oryx,Tragelaphus strepsiceros,Oryx gazella",Alcelaphus buselaphus,Alcelaphus buselaphus,Alcelaphus buselaphus,NCBI,0.988
"Kobus ellipsiprymnus,Equus quagga,Giraffa camelopardalis,Alcelaphus buselaphus,Connochaetes gnou,Connochaetes taurinus,Taurotragus oryx,Tragelaphus strepsiceros,Oryx gazella",Connochaetes gnou,Connochaetes gnou,Connochaetes gnou,NCBI,0.988
"Kobus ellipsiprymnus,Equus quagga,Giraffa camelopardalis,Alcelaphus buselaphus,Connochaetes gnou,Connochaetes taurinus,Taurotragus oryx,Tragelaphus strepsiceros,Oryx gazella",Connochaetes taurinus,Connochaetes taurinus,Connochaetes taurinus,NCBI,0.988
"Kobus ellipsiprymnus,Equus quagga,Giraffa camelopardalis,Alcelaphus buselaphus,Connochaetes gnou,Connochaetes taurinus,Taurotragus oryx,Tragelaphus strepsiceros,Oryx gazella",Taurotragus oryx,Taurotragus oryx,Taurotragus oryx,Freebase,0.988
"Kobus ellipsiprymnus,Equus quagga,Giraffa camelopardalis,Alcelaphus buselaphus,Connochaetes gnou,Connochaetes taurinus,Taurotragus oryx,Tragelaphus strepsiceros,Oryx gazella",Tragelaphus strepsiceros,Tragelaphus strepsiceros,Tragelaphus strepsiceros,NCBI,0.988
"Kobus ellipsiprymnus,Equus quagga,Giraffa camelopardalis,Alcelaphus buselaphus,Connochaetes gnou,Connochaetes taurinus,Taurotragus oryx,Tragelaphus strepsiceros,Oryx gazella",Oryx gazella,Oryx gazella,Oryx gazella,NCBI,0.988
"Phoca ,Phoca largha,Erignathus barbatus,Pusa hispida",Phoca ,Phoca,Phoca,Catalogue of Life,0.75
"Phoca ,Phoca largha,Erignathus barbatus,Pusa hispida",Phoca largha,Phoca largha,Phoca largha,NCBI,0.988
"Phoca ,Phoca largha,Erignathus barbatus,Pusa hispida",Erignathus barbatus,Erignathus barbatus,Erignathus barbatus,NCBI,0.988
"Phoca ,Phoca largha,Erignathus barbatus,Pusa hispida",Pusa hispida,Pusa hispida,Pusa hispida,NCBI,0.988
"Phoca largha,Erignathus barbatus,Pusa hispida",Phoca largha,Phoca largha,Phoca largha,NCBI,0.988
"Phoca largha,Erignathus barbatus,Pusa hispida",Erignathus barbatus,Erignathus barbatus,Erignathus barbatus,NCBI,0.988
"Phoca largha,Erignathus barbatus,Pusa hispida",Pusa hispida,Pusa hispida,Pusa hispida,NCBI,0.988
Ichneumia albicauda,Ichneumia albicauda,Ichneumia albicauda,Ichneumia albicauda,NCBI,0.988
Odocoileus virginianus,Odocoileus virginianus,Odocoileus virginianus,Odocoileus virginianus,NCBI,0.988
Hystrix indica,Hystrix indica,Hystrix indica,Hystrix indica,NCBI,0.988
"Felis chaus,Canis aureus,Vulpes bengalensis",Felis chaus,Felis chaus,Felis chaus,NCBI,0.988
"Felis chaus,Canis aureus,Vulpes bengalensis",Canis aureus,Canis aureus,Canis aureus,NCBI,0.988
"Felis chaus,Canis aureus,Vulpes bengalensis",Vulpes bengalensis,Vulpes bengalensis,Vulpes bengalensis,NCBI,0.988
Sturnira lilium,Sturnira lilium,Sturnira lilium,Sturnira lilium,NCBI,0.988
Chlorocebus aethiops,Chlorocebus aethiops,Chlorocebus aethiops,Chlorocebus aethiops,NCBI,0.988
Panthera onca,Panthera onca,Panthera onca,Panthera onca,NCBI,0.988
Mola mola,Mola mola,Mola mola,Mola mola,NCBI,0.988
Cygnus buccinator,Cygnus buccinator,Cygnus buccinator,Cygnus buccinator,NCBI,0.988
"Francolinus erckelii,Lophura leucomelanos",Francolinus erckelii,Francolinus erckelii,Francolinus erckelii,NCBI,0.988
"Francolinus erckelii,Lophura leucomelanos",Lophura leucomelanos,Lophura leucomelanos,Lophura leucomelanos,NCBI,0.988
Lepus timidus,Lepus timidus,Lepus timidus,Lepus timidus,NCBI,0.988
Aphelocoma insularis,Aphelocoma insularis,Aphelocoma insularis,Aphelocoma insularis,NCBI,0.988
"Corvus ,Corvus frugilegus",Corvus ,Corvus,Corvus,Catalogue of Life,0.75
"Corvus ,Corvus frugilegus",Corvus frugilegus,Corvus frugilegus,Corvus frugilegus,NCBI,0.988
Pagophila eburnea,Pagophila eburnea,Pagophila eburnea,Pagophila eburnea,NCBI,0.988
Chlorocebus,Chlorocebus,Chlorocebus,Chlorocebus,Catalogue of Life,0.75
"Panthera pardus,Acinonyx jubatus,Canis mesomelas,Geochelone pardalis,Tragelaphus ,Tragelaphus strepsiceros,Hyaena brunnea",Panthera pardus,Panthera pardus,Panthera pardus,NCBI,0.988
"Panthera pardus,Acinonyx jubatus,Canis mesomelas,Geochelone pardalis,Tragelaphus ,Tragelaphus strepsiceros,Hyaena brunnea",Acinonyx jubatus,Acinonyx jubatus,Acinonyx jubatus,NCBI,0.988
"Panthera pardus,Acinonyx jubatus,Canis mesomelas,Geochelone pardalis,Tragelaphus ,Tragelaphus strepsiceros,Hyaena brunnea",Canis mesomelas,Canis mesomelas,Canis mesomelas,NCBI,0.988
"Panthera pardus,Acinonyx jubatus,Canis mesomelas,Geochelone pardalis,Tragelaphus ,Tragelaphus strepsiceros,Hyaena brunnea",Geochelone pardalis,Geochelone pardalis,Geochelone pardalis,Freebase,0.988
"Panthera pardus,Acinonyx jubatus,Canis mesomelas,Geochelone pardalis,Tragelaphus ,Tragelaphus strepsiceros,Hyaena brunnea",Tragelaphus ,Tragelaphus,Tragelaphus,Catalogue of Life,0.75
"Panthera pardus,Acinonyx jubatus,Canis mesomelas,Geochelone pardalis,Tragelaphus ,Tragelaphus strepsiceros,Hyaena brunnea",Tragelaphus strepsiceros,Tragelaphus strepsiceros,Tragelaphus strepsiceros,NCBI,0.988
"Panthera pardus,Acinonyx jubatus,Canis mesomelas,Geochelone pardalis,Tragelaphus ,Tragelaphus strepsiceros,Hyaena brunnea",Hyaena brunnea,Hyaena brunnea,Hyaena brunnea,Freebase,0.988
Corvus monedula,Corvus monedula,Corvus monedula,Corvus monedula,NCBI,0.988
Globicephala macrorhynchus,Globicephala macrorhynchus,Globicephala macrorhynchus,Globicephala macrorhynchus,NCBI,0.988
Panthera,Panthera,Panthera,Panthera,Catalogue of Life,0.75
"Panthera ,Panthera onca",Panthera ,Panthera,Panthera,Catalogue of Life,0.75
"Panthera ,Panthera onca",Panthera onca,Panthera onca,Panthera onca,NCBI,0.988
Leopardus pardalis,Leopardus pardalis,Leopardus pardalis,Leopardus pardalis,NCBI,0.988
"Vulpes vulpes,Urocyon cinereoargenteus",Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,NCBI,0.988
"Vulpes vulpes,Urocyon cinereoargenteus",Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,NCBI,0.988
Macropus giganteus,Macropus giganteus,Macropus giganteus,Macropus giganteus,NCBI,0.988
Polemaetus bellicosus,Polemaetus bellicosus,Polemaetus bellicosus,Polemaetus bellicosus,NCBI,0.988
"Canis mesomelas,Caracal caracal",Canis mesomelas,Canis mesomelas,Canis mesomelas,NCBI,0.988
"Canis mesomelas,Caracal caracal",Caracal caracal,Caracal caracal,Caracal caracal,NCBI,0.988
Pterodroma neglecta,Pterodroma neglecta,Pterodroma neglecta,Pterodroma neglecta,NCBI,0.988
Equus hemionus,Equus hemionus,Equus hemionus,Equus hemionus,NCBI,0.988
Somateria spectabilis,Somateria spectabilis,Somateria spectabilis,Somateria spectabilis,NCBI,0.988
Aptenodytes patagonicus,Aptenodytes patagonicus,Aptenodytes patagonicus,Aptenodytes patagonicus,NCBI,0.988
Potos flavus,Potos flavus,Potos flavus,Potos flavus,NCBI,0.988
"Rissa ,Rissa tridactyla",Rissa ,Rissa,Rissa,Catalogue of Life,0.75
"Rissa ,Rissa tridactyla",Rissa tridactyla,Rissa tridactyla,Rissa tridactyla,NCBI,0.988
Calidris canutus,Calidris canutus,Calidris canutus,Calidris canutus,NCBI,0.988
"Ceratotherium simum,Diceros bicornis",Ceratotherium simum,Ceratotherium simum,Ceratotherium simum,NCBI,0.988
"Ceratotherium simum,Diceros bicornis",Diceros bicornis,Diceros bicornis,Diceros bicornis,NCBI,0.988
Panthera leo,Panthera leo,Panthera leo,Panthera leo,NCBI,0.988
Equus quagga,Equus quagga,Equus quagga,Equus quagga,Freebase,0.988
"Nycticebus ,Nycticebus javanicus",Nycticebus ,Nycticebus,Nycticebus,Catalogue of Life,0.75
"Nycticebus ,Nycticebus javanicus",Nycticebus javanicus,Nycticebus javanicus,Nycticebus javanicus,NCBI,0.988
"Anas platyrhynchos,Anas penelope,Aythya ferina",Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,NCBI,0.988
"Anas platyrhynchos,Anas penelope,Aythya ferina",Anas penelope,Anas penelope,Anas penelope,Freebase,0.988
"Anas platyrhynchos,Anas penelope,Aythya ferina",Aythya ferina,Aythya ferina,Aythya ferina,NCBI,0.988
Falco biarmicus,Falco biarmicus,Falco biarmicus,Falco biarmicus,NCBI,0.988
"Cetacea ,Mesoplodon bidens,Balaenoptera physalus,Megaptera novaeangliae,Physeter macrocephalus",Cetacea ,Cetacea,Cetacea,Catalogue of Life,0.75
"Cetacea ,Mesoplodon bidens,Balaenoptera physalus,Megaptera novaeangliae,Physeter macrocephalus",Mesoplodon bidens,Mesoplodon bidens,Mesoplodon bidens,NCBI,0.988
"Cetacea ,Mesoplodon bidens,Balaenoptera physalus,Megaptera novaeangliae,Physeter macrocephalus",Balaenoptera physalus,Balaenoptera physalus,Balaenoptera physalus,NCBI,0.988
"Cetacea ,Mesoplodon bidens,Balaenoptera physalus,Megaptera novaeangliae,Physeter macrocephalus",Megaptera novaeangliae,Megaptera novaeangliae,Megaptera novaeangliae,NCBI,0.988
"Cetacea ,Mesoplodon bidens,Balaenoptera physalus,Megaptera novaeangliae,Physeter macrocephalus",Physeter macrocephalus,Physeter macrocephalus,Physeter macrocephalus,Freebase,0.988
Larus audouinii,Larus audouinii,Larus audouinii,Larus audouinii,AnAge,0.988
Larus,Larus,Larus,Larus,Catalogue of Life,0.75
"Larus audouinii,Larus michahellis",Larus audouinii,Larus audouinii,Larus audouinii,AnAge,0.988
"Larus audouinii,Larus michahellis",Larus michahellis,Larus michahellis,Larus michahellis,NCBI,0.988
"Larus marinus,Larus fuscus,Larus argentatus",Larus marinus,Larus marinus,Larus marinus,NCBI,0.988
"Larus marinus,Larus fuscus,Larus argentatus",Larus fuscus,Larus fuscus,Larus fuscus,NCBI,0.988
"Larus marinus,Larus fuscus,Larus argentatus",Larus argentatus,Larus argentatus,Larus argentatus,NCBI,0.988
"Ichthyaetus audouinii,Larus michahellis",Ichthyaetus audouinii,Ichthyaetus audouinii,Ichthyaetus audouinii,NCBI,0.988
"Ichthyaetus audouinii,Larus michahellis",Larus michahellis,Larus michahellis,Larus michahellis,NCBI,0.988
Phoebastria immutabilis,Phoebastria immutabilis,Phoebastria immutabilis,Phoebastria immutabilis,NCBI,0.988
Oceanodroma leucorhoa,Oceanodroma leucorhoa,Oceanodroma leucorhoa,Oceanodroma leucorhoa,Freebase,0.988
Dermochelys coriacea,Dermochelys coriacea,Dermochelys coriacea,Dermochelys coriacea,NCBI,0.988
Daubentonia madagascariensis,Daubentonia madagascariensis,Daubentonia madagascariensis,Daubentonia madagascariensis,NCBI,0.988
"Hapalemur simus,Varecia variegata,Propithecus diadema",Hapalemur simus,Hapalemur simus,Hapalemur simus,AnAge,0.988
"Hapalemur simus,Varecia variegata,Propithecus diadema",Varecia variegata,Varecia variegata,Varecia variegata,NCBI,0.988
"Hapalemur simus,Varecia variegata,Propithecus diadema",Propithecus diadema,Propithecus diadema,Propithecus diadema,NCBI,0.988
"Panthera pardus,Chlorocebus ,Papio ",Panthera pardus,Panthera pardus,Panthera pardus,NCBI,0.988
"Panthera pardus,Chlorocebus ,Papio ",Chlorocebus ,Chlorocebus,Chlorocebus,Catalogue of Life,0.75
"Panthera pardus,Chlorocebus ,Papio ",Papio ,Papio,Papio,Catalogue of Life,0.75
Leptoptilos javanicus,Leptoptilos javanicus,Leptoptilos javanicus,Leptoptilos javanicus,NCBI,0.988
Noctilio albiventris,Noctilio albiventris,Noctilio albiventris,Noctilio albiventris,NCBI,0.988
Phoenicopterus minor,Phoenicopterus minor,Phoenicopterus minor,Phoenicopterus minor,Freebase,0.988
Phoeniconaias minor,Phoeniconaias minor,Phoeniconaias minor,Phoeniconaias minor,Encyclopedia of Life,0.988
Aythya affinis,Aythya affinis,Aythya affinis,Aythya affinis,NCBI,0.988
"Aquila clanga,Aquila pomarina,Haliaeetus albicilla",Aquila clanga,Aquila clanga,Aquila clanga,Freebase,0.988
"Aquila clanga,Aquila pomarina,Haliaeetus albicilla",Aquila pomarina,Aquila pomarina,Aquila pomarina,Freebase,0.988
"Aquila clanga,Aquila pomarina,Haliaeetus albicilla",Haliaeetus albicilla,Haliaeetus albicilla,Haliaeetus albicilla,NCBI,0.988
Anser erythropus,Anser erythropus,Anser erythropus,Anser erythropus,NCBI,0.988
Tringa flavipes,Tringa flavipes,Tringa flavipes,Tringa flavipes,NCBI,0.988
"Accipiter ,Accipiter brevipes",Accipiter ,Accipiter,Accipiter,Catalogue of Life,0.75
"Accipiter ,Accipiter brevipes",Accipiter brevipes,Accipiter brevipes,Accipiter brevipes,NCBI,0.988
"Trigonoceps occipitalis,Torgos tracheliotus",Trigonoceps occipitalis,Trigonoceps occipitalis,Trigonoceps occipitalis,NCBI,0.988
